wind_speed,generator_speed,power,wind_direction,wind_direction_mean,yaw_position,yaw_speed,pitch1_moto_tmp,pitch2_moto_tmp,pitch3_moto_tmp,environment_tmp,int_tmp
1.981696192,1.193680281,2.50379132,0.780928256,1.254834291,-0.59132296,-0.004080136,0.86,0.74,0.709,-0.421277421,-0.040535264
1.778858046,1.286746819,2.327565152,0.875877878,1.258633904,-0.59132296,-0.004080136,0.889,0.719,0.73,-0.421277421,-0.040535264
1.745666349,1.256832575,2.50779859,0.963922073,0.776083069,-0.59132296,-0.004080136,0.889,0.73,0.719,-0.421277421,-0.040535264
2.077583316,1.273451599,2.50379132,1.029523631,-0.04589985,-0.585498674,0.135454738,0.9,0.74,0.73,-0.43705804,-0.040535264
1.859993305,1.306689648,2.50379132,0.998449209,-0.305540064,-0.59132296,-0.004080136,0.9,0.74,0.73,-0.43705804,-0.040535264
2.675033856,1.280099209,2.499784049,0.829266245,0.721621951,-0.59132296,-0.004080136,0.919,0.75,0.74,-0.43705804,-0.040535264
2.64184216,1.223594525,2.513797779,0.694610417,0.473380576,-0.59132296,-0.004080136,0.91,0.75,0.75,-0.421277421,-0.023325502
2.121838912,1.206975501,2.50779859,0.701515844,0.416386383,-0.579674388,0.274989613,0.919,0.759,0.75,-0.43705804,-0.040535264
1.671907024,1.087318524,1.985142711,0.582397227,-0.27007701,-0.59132296,-0.004080136,0.93,0.769,0.759,-0.421277421,-0.040535264
1.487508709,1.256832575,2.199402797,0.841350743,1.801978545,-0.59132296,-0.004080136,0.93,0.78,0.759,-0.40391874,-0.040535264
1.67559499,1.313337258,2.407663695,1.098577901,1.710787836,-0.59132296,-0.004080136,0.91,0.78,0.75,-0.389716183,-0.040535264
2.007511957,1.300042039,2.48977759,0.994996495,-0.121892108,-0.59132296,-0.004080136,0.9,0.769,0.73,-0.389716183,-0.040535264
1.819425675,1.230242135,2.50779859,0.830992602,-0.748828233,-0.59132296,-0.004080136,0.88,0.75,0.709,-0.40391874,-0.023325502
1.553892102,1.243537355,2.01317017,0.696336774,0.383456405,-0.59132296,-0.004080136,0.88,0.75,0.709,-0.372357503,-0.023325502
1.697722788,1.329956283,2.439698425,0.606566222,0.86600724,-0.585498674,0.135454738,0.86,0.73,0.709,-0.389716183,-0.040535264
2.309925193,1.313337258,2.511805861,0.608292578,0.834343799,-0.59132296,-0.004080136,0.839,0.719,0.7,-0.372357503,-0.023325502
2.221414002,1.273451599,2.525819591,0.623829789,-0.191551677,-0.59132296,-0.004080136,0.83,0.709,0.68,-0.372357503,-0.040535264
2.2435418,1.263480184,2.515789697,0.504711172,-0.985670769,-0.59132296,-0.004080136,0.81,0.709,0.68,-0.372357503,-0.023325502
1.760418215,1.137175597,2.467749319,0.111101828,-1.510017346,-0.59132296,-0.004080136,0.83,0.68,0.68,-0.372357503,-0.040535264
1.70509872,1.250184965,2.321565964,-0.056354779,-0.075030216,-0.59132296,-0.004080136,0.85,0.69,0.7,-0.40391874,-0.040535264
1.483820742,1.256832575,2.201394715,-0.109871838,-0.194084753,-0.59132296,-0.004080136,0.839,0.69,0.68,-0.421277421,-0.061569418
1.992760091,1.313337258,2.50379132,-0.253159451,-0.330870816,-0.59132296,-0.004080136,0.83,0.68,0.669,-0.421277421,-0.061569418
2.162406541,1.306689648,2.501775967,-0.372278068,-0.826087028,-0.59132296,-0.004080136,0.81,0.659,0.65,-0.421277421,-0.061569418
2.206662137,1.127204183,2.457719426,-0.405078846,0.021226644,-0.59132296,-0.004080136,0.759,0.63,0.64,-0.421277421,-0.061569418
1.686658889,1.273451599,2.121296173,-0.275602089,1.126913991,-0.59132296,-0.004080136,0.8,0.65,0.65,-0.421277421,-0.061569418
2.081271282,1.313337258,2.515789697,-0.192736964,0.384722942,-0.59132296,-0.004080136,0.8,0.65,0.659,-0.421277421,-0.061569418
2.387372485,1.250184965,2.50379132,0.017878563,0.146613869,-0.59132296,-0.004080136,0.8,0.65,0.659,-0.421277421,-0.061569418
2.14396671,1.293394429,2.50779859,0.005794065,-0.784291286,-0.59132296,-0.004080136,0.819,0.659,0.68,-0.43705804,-0.061569418
2.424252148,1.263480184,2.50379132,-0.196189677,-0.587977954,-0.59132296,-0.004080136,0.85,0.65,0.68,-0.421277421,-0.061569418
1.930064664,1.22027072,2.50379132,-0.436153268,-0.724764018,-0.59132296,-0.004080136,0.869,0.69,0.709,-0.421277421,-0.061569418
2.081271282,1.193680281,2.363607153,-0.624326156,-1.591075754,-0.59132296,-0.004080136,0.889,0.69,0.719,-0.421277421,-0.061569418
1.889497035,1.223594525,2.185389067,-0.790056406,-1.369431669,-0.59132296,-0.004080136,0.9,0.7,0.73,-0.421277421,-0.061569418
1.948504496,1.306689648,2.487762238,-0.840120753,-0.780491673,-0.59132296,-0.004080136,0.88,0.719,0.709,-0.421277421,-0.061569418
2.029639754,1.243537355,2.501775967,-0.631231583,0.727954639,-0.585498674,0.135454738,0.88,0.7,0.709,-0.421277421,-0.061569418
2.048079586,1.286746819,2.317558693,-0.439605982,0.702623886,-0.59132296,-0.004080136,0.869,0.7,0.7,-0.421277421,-0.061569418
1.981696192,1.273451599,2.105290525,-0.311855581,0.046557396,-0.59132296,-0.004080136,0.869,0.7,0.7,-0.421277421,-0.061569418
2.070207384,1.236889745,2.153354337,-0.149578044,-0.786824361,-0.59132296,-0.004080136,0.85,0.7,0.68,-0.421277421,-0.061569418
2.007511957,1.223594525,2.23746015,-0.066712919,0.408787157,-0.59132296,-0.004080136,0.839,0.69,0.68,-0.421277421,-0.061569418
1.845241439,1.286746819,2.403656424,-0.01837493,0.901470294,-0.59132296,-0.004080136,0.819,0.68,0.659,-0.421277421,-0.061569418
1.579707866,1.313337258,2.313551422,0.240578586,0.754551929,-0.59132296,-0.004080136,0.78,0.659,0.63,-0.40391874,-0.061569418
1.797297878,1.230242135,2.099267902,0.294095646,0.298598384,-0.59132296,-0.004080136,0.759,0.64,0.609,-0.40391874,-0.061569418
1.856305338,1.263480184,2.239452068,0.458099539,0.43918406,-0.59132296,-0.004080136,0.74,0.609,0.59,-0.372357503,-0.040535264
1.992760091,1.329956283,2.513797779,0.399403409,0.664627758,-0.59132296,-0.004080136,0.719,0.59,0.559,-0.372357503,-0.040535264
2.236165867,1.300042039,2.515789697,0.188787883,-0.541116062,-0.59132296,-0.004080136,0.7,0.58,0.55,-0.389716183,-0.061569418
1.826801608,1.230242135,2.50779859,0.250936727,0.408787157,-0.59132296,-0.004080136,0.709,0.58,0.55,-0.358154946,-0.061569418
1.948504496,1.293394429,2.511805861,0.371781701,0.403721007,-0.59132296,-0.004080136,0.719,0.58,0.559,-0.372357503,-0.061569418
2.114462979,1.306689648,2.52181232,0.225041375,0.339127588,-0.59132296,-0.004080136,0.73,0.58,0.58,-0.372357503,-0.061569418
1.786233979,1.187032671,2.48977759,0.166345245,-0.791890512,-0.59132296,-0.004080136,0.759,0.58,0.6,-0.372357503,-0.040535264
1.343678023,1.286746819,2.157361608,0.176703386,0.268201481,-0.585498674,0.135454738,0.8,0.6,0.609,-0.358154946,-0.061569418
1.380557686,1.230242135,2.141332525,0.276832078,1.871638115,-0.59132296,-0.004080136,0.8,0.6,0.609,-0.372357503,-0.061569418
1.697722788,1.323308673,2.23746015,0.478815821,0.568370898,-0.59132296,-0.004080136,0.8,0.609,0.609,-0.372357503,-0.061569418
1.989072125,1.323308673,2.511805861,0.675620492,0.406254082,-0.59132296,-0.004080136,0.78,0.609,0.6,-0.372357503,-0.061569418
1.815737709,1.180385061,2.087269524,0.639367,0.48731249,-0.59132296,-0.004080136,0.8,0.609,0.6,-0.372357503,-0.040535264
1.509636507,1.223594525,2.095284065,0.402856123,-0.49932032,-0.59132296,-0.004080136,0.8,0.619,0.609,-0.40391874,-0.061569418
1.767794147,1.243537355,2.231437527,0.206051451,-1.069262252,-0.59132296,-0.004080136,0.8,0.619,0.6,-0.40391874,-0.061569418
1.00807309,1.250184965,1.546592644,0.14735532,-0.153555549,-0.59132296,-0.004080136,0.769,0.609,0.59,-0.421277421,-0.080691375
1.273606664,1.273451599,1.77085919,0.104196401,-0.549981825,-0.59132296,-0.004080136,0.74,0.6,0.559,-0.40391874,-0.061569418
1.144527843,1.300042039,1.496513479,0.066216552,0.374590641,-0.59132296,-0.004080136,0.709,0.58,0.54,-0.421277421,-0.080691375
1.553892102,1.313337258,1.973120899,0.02996306,0.345460276,-0.59132296,-0.004080136,0.669,0.559,0.509,-0.421277421,-0.080691375
1.528076338,1.263480184,2.163360796,0.055858412,-0.814688189,-0.59132296,-0.004080136,0.63,0.53,0.48,-0.421277421,-0.080691375
1.317862259,1.243537355,2.093268713,-0.040817568,-0.56897989,-0.59132296,-0.004080136,0.6,0.509,0.45,-0.40391874,-0.061569418
1.310486327,1.306689648,2.377620883,-0.266970305,-0.722230943,-0.59132296,-0.004080136,0.559,0.49,0.419,-0.421277421,-0.061569418
2.014887889,1.349899112,2.50779859,-0.460322263,-0.71843133,-0.59132296,-0.004080136,0.54,0.459,0.4,-0.40391874,-0.080691375
2.332052991,1.243537355,2.511805861,-0.527650177,-1.270641734,-0.59132296,-0.004080136,0.53,0.43,0.39,-0.40391874,-0.080691375
2.180846372,1.236889745,2.53181878,-0.560450956,1.187707797,-0.59132296,-0.004080136,0.53,0.43,0.379,-0.40391874,-0.080691375
2.077583316,1.22027072,2.50379132,-0.448237766,0.228938814,-0.59132296,-0.004080136,0.54,0.43,0.409,-0.421277421,-0.080691375
1.837865507,1.256832575,2.519796968,-0.311855581,0.23147189,-0.59132296,-0.004080136,0.559,0.43,0.43,-0.421277421,-0.061569418
1.778858046,1.22027072,2.50379132,-0.513839323,-1.69999799,-0.59132296,-0.004080136,0.6,0.459,0.459,-0.421277421,-0.080691375
1.572331934,1.273451599,2.047220253,-0.670937789,-0.633573309,-0.59132296,-0.004080136,0.609,0.469,0.48,-0.40391874,-0.080691375
1.531764304,1.200327891,1.632690375,-0.482764901,1.765248954,-0.59132296,-0.004080136,0.619,0.49,0.5,-0.421277421,-0.080691375
1.310486327,1.300042039,2.343594235,-0.287686586,0.070621611,-0.59132296,-0.004080136,0.609,0.5,0.5,-0.421277421,-0.080691375
0.882682236,1.230242135,1.692775999,-0.315308294,-0.978071543,-0.59132296,-0.004080136,0.6,0.5,0.5,-0.421277421,-0.080691375
1.612899563,1.273451599,1.881000544,-0.268696661,-0.662703674,-0.59132296,-0.004080136,0.58,0.49,0.48,-0.421277421,-0.097901137
2.000136024,1.336603893,2.473748508,-0.741718417,-0.981871156,-0.59132296,-0.004080136,0.559,0.459,0.45,-0.421277421,-0.097901137
1.745666349,1.206975501,2.257473069,-0.655400578,0.949598723,-0.59132296,-0.004080136,0.53,0.459,0.44,-0.421277421,-0.080691375
1.660843125,1.256832575,2.345586153,-0.479312188,0.355592577,-0.59132296,-0.004080136,0.54,0.459,0.45,-0.421277421,-0.080691375
1.623963462,1.293394429,2.353600694,-0.519018393,-1.12372337,-0.59132296,-0.004080136,0.54,0.45,0.45,-0.40391874,-0.080691375
1.487508709,1.256832575,2.303544963,-0.698559498,-1.15032066,-0.59132296,-0.004080136,0.53,0.44,0.45,-0.40391874,-0.080691375
1.745666349,1.356546722,2.525819591,-0.689927714,-0.164954387,-0.585498674,0.135454738,0.54,0.44,0.459,-0.421277421,-0.097901137
1.922688732,1.273451599,2.50779859,-0.560450956,0.734287327,-0.585498674,0.135454738,0.55,0.43,0.469,-0.40391874,-0.097901137
1.830489574,1.200327891,2.511805861,-0.292865656,0.208674212,-0.585498674,0.135454738,0.58,0.43,0.5,-0.421277421,-0.097901137
1.948504496,1.206975501,2.50379132,-0.153030758,-0.955273866,-0.59132296,-0.004080136,0.6,0.459,0.509,-0.421277421,-0.097901137
1.697722788,1.230242135,2.085254172,-0.216905958,-0.072497141,-0.59132296,-0.004080136,0.63,0.469,0.53,-0.40391874,-0.097901137
1.657155158,1.180385061,2.153354337,-0.313581938,-0.461324192,-0.59132296,-0.004080136,0.659,0.48,0.55,-0.421277421,-0.097901137
1.568643967,1.243537355,1.927072439,-0.491396685,-0.652571373,-0.59132296,-0.004080136,0.659,0.49,0.55,-0.421277421,-0.097901137
1.244102933,1.300042039,1.772874542,-0.601883518,-1.057863413,-0.59132296,-0.004080136,0.65,0.49,0.53,-0.421277421,-0.097901137
1.800985844,1.300042039,2.167368067,-0.064986562,2.194605209,-0.59132296,-0.004080136,0.63,0.48,0.509,-0.40391874,-0.097901137
2.177158406,1.306689648,2.501775967,0.226767732,-0.476522643,-0.59132296,-0.004080136,0.6,0.48,0.49,-0.421277421,-0.097901137
1.963256361,1.236889745,2.511805861,0.105922758,0.86600724,-0.59132296,-0.004080136,0.559,0.459,0.48,-0.421277421,-0.097901137
1.60552363,1.223594525,2.499784049,0.109375471,-0.423328063,-0.59132296,-0.004080136,0.64,0.459,0.49,-0.40391874,-0.097901137
1.834177541,1.250184965,2.111289713,-0.230716812,-1.336501691,-0.59132296,-0.004080136,0.65,0.48,0.509,-0.40391874,-0.097901137
1.373181754,1.280099209,2.025191982,-0.216905958,-0.254878559,-0.59132296,-0.004080136,0.659,0.49,0.53,-0.40391874,-0.097901137
1.716162619,1.236889745,2.253465798,-0.085702844,0.598767801,-0.59132296,-0.004080136,0.659,0.49,0.509,-0.40391874,-0.097901137
1.841553473,1.313337258,2.465733967,-0.14094626,-0.149755936,-0.585498674,0.135454738,0.65,0.49,0.5,-0.40391874,-0.097901137
1.837865507,1.343251502,2.505783238,-0.330845505,-1.173118337,-0.59132296,-0.004080136,0.63,0.49,0.5,-0.421277421,-0.097901137
1.789921945,1.256832575,2.527811509,-0.211726888,0.089619675,-0.59132296,-0.004080136,0.63,0.49,0.5,-0.40391874,-0.097901137
2.121838912,1.313337258,2.50379132,-0.215179602,0.515176318,-0.59132296,-0.004080136,0.65,0.49,0.509,-0.421277421,-0.097901137
1.67559499,1.133851793,2.393649965,-0.313581938,-1.002135758,-0.59132296,-0.004080136,0.659,0.5,0.53,-0.421277421,-0.097901137
1.889497035,1.250184965,2.169359985,-0.610515302,-1.387163196,-0.59132296,-0.004080136,0.68,0.519,0.55,-0.421277421,-0.097901137
1.240414967,1.263480184,1.947085357,-0.596704448,-0.902079285,-0.59132296,-0.004080136,0.7,0.53,0.559,-0.40391874,-0.097901137
1.303110394,1.230242135,2.093268713,-0.626052513,0.344193738,-0.59132296,-0.004080136,0.68,0.53,0.55,-0.421277421,-0.097901137
1.391621585,1.280099209,2.007170982,-0.596704448,0.645629693,-0.59132296,-0.004080136,0.659,0.53,0.54,-0.40391874,-0.11893529
1.712474653,1.256832575,2.183373715,-0.146125331,1.044589045,-0.59132296,-0.004080136,0.619,0.519,0.509,-0.421277421,-0.11893529
1.60552363,1.223594525,1.913035275,-0.006290432,0.638030467,-0.59132296,-0.004080136,0.6,0.5,0.48,-0.421277421,-0.11893529
1.255166832,1.273451599,1.606654834,-0.07189199,-0.629773696,-0.59132296,-0.004080136,0.559,0.48,0.459,-0.40391874,-0.097901137
1.292046495,1.200327891,1.462486831,-0.177199753,-1.119923757,-0.59132296,-0.004080136,0.54,0.459,0.43,-0.40391874,-0.11893529
1.233039034,1.263480184,1.796894731,-0.304950154,-0.477789181,-0.59132296,-0.004080136,0.509,0.45,0.409,-0.421277421,-0.11893529
1.528076338,1.329956283,2.403656424,-0.327392792,0.688691972,-0.59132296,-0.004080136,0.49,0.419,0.379,-0.40391874,-0.11893529
1.719850585,1.306689648,2.393649965,-0.210000531,-0.129491334,-0.59132296,-0.004080136,0.459,0.4,0.359,-0.40391874,-0.11893529
1.789921945,1.286746819,2.25147388,-0.13576719,-0.06743099,-0.59132296,-0.004080136,0.43,0.379,0.34,-0.40391874,-0.136145052
1.808361777,1.236889745,2.25147388,-0.187557893,-0.566446815,-0.585498674,0.135454738,0.409,0.359,0.32,-0.40391874,-0.11893529
1.509636507,1.250184965,1.903028815,-0.337750932,-0.211816279,-0.59132296,-0.004080136,0.4,0.35,0.3,-0.40391874,-0.11893529
1.686658889,1.300042039,2.075247712,-0.437879625,-0.943875027,-0.579674388,0.309873332,0.379,0.32,0.279,-0.40391874,-0.11893529
1.424813282,1.280099209,2.003163711,-0.703738568,-1.549280012,-0.59132296,-0.038963855,0.359,0.309,0.27,-0.421277421,-0.11893529
1.47644481,1.223594525,1.935063546,-0.815951758,0.239071115,-0.59132296,-0.038963855,0.34,0.29,0.25,-0.421277421,-0.11893529
1.384245652,1.306689648,1.784872919,-0.85220525,-0.286541999,-0.59132296,-0.038963855,0.32,0.27,0.24,-0.40391874,-0.11893529
0.823674775,1.243537355,1.462486831,-0.45686955,0.89260453,-0.59132296,-0.004080136,0.3,0.25,0.22,-0.40391874,-0.11893529
0.642964427,1.243537355,0.850733625,-0.292865656,0.396121781,-0.59132296,-0.004080136,0.29,0.229,0.2,-0.40391874,-0.11893529
0.912185966,1.273451599,1.227206149,-0.323940078,-1.670867624,-0.59132296,-0.004080136,0.279,0.22,0.2,-0.40391874,-0.11893529
0.949065629,1.236889745,1.030967063,-0.615694373,-1.649336485,-0.585498674,0.135454738,0.259,0.209,0.179,-0.40391874,-0.11893529
0.856866472,1.230242135,0.828705354,-0.548366458,-0.057298689,-0.59132296,-0.004080136,0.25,0.2,0.179,-0.40391874,-0.136145052
0.775731214,1.286746819,0.926824897,-0.570809096,0.619032403,-0.59132296,-0.004080136,0.24,0.179,0.16,-0.421277421,-0.11893529
0.698283921,1.286746819,1.187156878,-0.615694373,-0.548715288,-0.585498674,0.135454738,0.229,0.179,0.16,-0.40391874,-0.11893529
0.827362742,1.313337258,1.610662104,-0.420616057,-0.310606214,-0.585498674,0.135454738,0.22,0.16,0.15,-0.40391874,-0.11893529
1.00807309,1.273451599,1.672739647,-0.500028469,-0.232080881,-0.585498674,0.10057102,0.209,0.16,0.139,-0.40391874,-0.11893529
1.303110394,1.273451599,1.564613644,-0.570809096,0.026292794,-0.59132296,-0.038963855,0.209,0.15,0.129,-0.40391874,-0.11893529
1.244102933,1.22027072,1.388387477,-0.610515302,-1.090793392,-0.59132296,-0.004080136,0.2,0.139,0.129,-0.40391874,-0.136145052
0.790483079,1.206975501,1.050979982,-0.648495151,-1.151587198,-0.585498674,0.135454738,0.2,0.129,0.12,-0.372357503,-0.11893529
0.683532056,1.243537355,0.828705354,-0.781424623,-1.183250638,-0.59132296,-0.004080136,0.179,0.129,0.11,-0.372357503,-0.11893529
0.145088977,1.193680281,0.371103176,-1.06627349,-1.740527194,-0.59132296,-0.004080136,0.179,0.12,0.11,-0.372357503,-0.11893529
0.738851551,1.359870527,1.115072876,-1.219919242,-0.641172535,-0.59132296,-0.004080136,0.17,0.11,0.11,-0.372357503,-0.11893529
1.37686972,1.356546722,2.365622505,-1.335585146,-1.19844909,-0.59132296,-0.004080136,0.16,0.1,0.1,-0.40391874,-0.11893529
1.852617372,1.300042039,2.413662884,-1.242361881,-1.047731112,-0.59132296,-0.004080136,0.16,0.1,0.1,-0.40391874,-0.136145052
1.649779226,1.236889745,2.315543341,-1.197476604,-0.031967937,-0.59132296,-0.004080136,0.16,0.1,0.089,-0.40391874,-0.136145052
1.878433136,1.263480184,2.149347066,-0.838394396,0.173211159,-0.59132296,-0.004080136,0.15,0.089,0.08,-0.372357503,-0.11893529
1.50594854,1.22027072,1.834952084,-0.575988167,-0.857750469,-0.59132296,-0.004080136,0.15,0.08,0.08,-0.372357503,-0.11893529
1.244102933,1.236889745,1.712788918,-0.555271886,-0.001571034,-0.59132296,-0.004080136,0.15,0.08,0.08,-0.372357503,-0.11893529
1.550204136,1.286746819,1.901036897,-0.506933896,0.87107339,-0.59132296,-0.004080136,0.139,0.08,0.08,-0.358154946,-0.11893529
1.262542765,1.286746819,1.96311444,-0.429247841,-1.081927628,-0.59132296,-0.004080136,0.129,0.069,0.069,-0.358154946,-0.097901137
1.140839877,1.200327891,1.604662916,-0.420616057,-0.775425523,-0.585498674,0.135454738,0.129,0.06,0.06,-0.358154946,-0.11893529
1.092896315,1.243537355,1.191164149,-0.539734675,-0.387865009,-0.59132296,-0.004080136,0.129,0.06,0.06,-0.372357503,-0.11893529
1.000697158,1.256832575,1.382388288,-0.484491258,-1.336501691,-0.59132296,-0.004080136,0.129,0.06,0.06,-0.40391874,-0.136145052
1.244102933,1.263480184,1.903028815,-0.67611686,-0.714631717,-0.59132296,-0.004080136,0.12,0.05,0.05,-0.40391874,-0.136145052
0.971193427,1.206975501,1.24923442,-0.710643995,0.226405739,-0.59132296,-0.004080136,0.12,0.05,0.05,-0.40391874,-0.136145052
0.952753596,1.313337258,1.271262691,-0.615694373,-0.0408337,-0.59132296,-0.004080136,0.11,0.05,0.05,-0.40391874,-0.136145052
1.50594854,1.286746819,1.76085273,-0.310129224,-0.140890172,-0.59132296,-0.004080136,0.11,0.05,0.05,-0.40391874,-0.136145052
1.111336147,1.243537355,1.488522372,-0.246254023,-0.215615892,-0.585498674,0.135454738,0.11,0.04,0.05,-0.40391874,-0.136145052
1.185095472,1.286746819,1.796894731,-0.396447063,-1.130056058,-0.585498674,0.135454738,0.11,0.03,0.05,-0.40391874,-0.136145052
1.638715327,1.250184965,1.784872919,-0.700285854,-1.437824701,-0.59132296,-0.004080136,0.1,0.03,0.04,-0.40391874,-0.136145052
1.738290417,1.250184965,1.812923813,-0.779698266,-1.316237089,-0.59132296,-0.038963855,0.1,0.03,0.04,-0.40391874,-0.136145052
1.214599203,1.236889745,1.658725917,-0.810772688,-0.338470042,-0.59132296,-0.038963855,0.1,0.03,0.03,-0.40391874,-0.136145052
1.210911237,1.256832575,1.620668564,-0.836668039,0.7165558,-0.59132296,-0.038963855,0.1,0.03,0.03,-0.40391874,-0.136145052
1.494884641,1.286746819,1.876993274,-0.73999206,-0.904612361,-0.59132296,-0.038963855,0.1,0.02,0.03,-0.40391874,-0.136145052
1.491196675,1.286746819,1.840951273,-0.641589724,0.278333782,-0.585498674,0.10057102,0.1,0.02,0.03,-0.40391874,-0.136145052
1.719850585,1.250184965,2.087269524,-0.648495151,-1.121190295,-0.59132296,-0.038963855,0.089,0.02,0.03,-0.40391874,-0.136145052
1.738290417,1.223594525,1.828929461,-0.67611686,-1.021133822,-0.585498674,0.135454738,0.089,0.01,0.03,-0.40391874,-0.136145052
1.325238192,1.243537355,1.572628185,-0.719275779,0.323929136,-0.59132296,-0.004080136,0.089,0.01,0.02,-0.40391874,-0.136145052
1.037576821,1.250184965,1.376365665,-0.648495151,0.022493181,-0.59132296,-0.004080136,0.08,0.01,0.02,-0.40391874,-0.136145052
0.749915449,1.243537355,0.864747355,-0.658853292,-1.327635928,-0.585498674,0.10057102,0.08,0.01,0.02,-0.40391874,-0.136145052
0.694595955,1.263480184,0.982903251,-0.771066482,-1.179451025,-0.59132296,-0.038963855,0.08,0.01,0.02,-0.40391874,-0.136145052
0.536013404,1.293394429,1.121072065,-1.023114571,-1.472021217,-0.59132296,-0.038963855,0.08,0.01,0.01,-0.40391874,-0.136145052
0.735163584,1.22027072,0.703542593,-1.100800625,-0.39293116,-0.59132296,-0.004080136,0.08,0,0.01,-0.421277421,-0.136145052
0.904810034,1.243537355,0.962866898,-1.047283565,-1.036332274,-0.59132296,-0.004080136,0.08,0,0.01,-0.40391874,-0.136145052
0.672468157,1.256832575,0.850733625,-1.014482787,-1.175651413,-0.59132296,-0.004080136,0.08,0,0.01,-0.40391874,-0.136145052
0.624524595,1.236889745,0.786664165,-0.869468818,-0.832419716,-0.59132296,-0.004080136,0.08,0,0.01,-0.40391874,-0.136145052
0.701971888,1.280099209,0.812699706,-0.848752537,0.468314426,-0.59132296,-0.004080136,0.08,0,0.01,-0.40391874,-0.136145052
0.731475618,1.273451599,0.727562782,-0.677843216,-0.309339677,-0.59132296,-0.004080136,0.08,0,0.01,-0.40391874,-0.136145052
0.742539517,1.300042039,0.986910521,-0.721002136,-0.783024749,-0.59132296,-0.004080136,0.069,0,0.01,-0.40391874,-0.136145052
0.867930371,1.293394429,1.093044605,-0.705464925,-0.433460364,-0.59132296,-0.004080136,0.069,-0.01,0.01,-0.40391874,-0.136145052
1.000697158,1.250184965,1.335332152,-0.501754826,0.245403803,-0.59132296,-0.004080136,0.069,-0.01,0,-0.40391874,-0.136145052
0.853178506,1.256832575,1.207193231,-0.330845505,1.131980141,-0.59132296,-0.004080136,0.06,-0.01,0,-0.40391874,-0.136145052
0.97856936,1.263480184,1.163136689,-0.299771083,-0.580378728,-0.59132296,-0.004080136,0.06,-0.01,0,-0.40391874,-0.136145052
0.694595955,1.250184965,1.109050253,-0.342930003,-0.170020538,-0.59132296,-0.004080136,0.06,-0.02,0,-0.40391874,-0.157179205
0.87899427,1.280099209,1.016953333,-0.228990456,-0.46765688,-0.59132296,-0.004080136,0.06,-0.01,0,-0.40391874,-0.136145052
0.406934584,1.273451599,0.910819249,-0.553545529,-1.55054655,-0.59132296,-0.004080136,0.06,-0.02,0,-0.40391874,-0.136145052
0.569205101,1.273451599,0.948853168,-0.776245552,-0.585444879,-0.59132296,-0.004080136,0.06,-0.02,0,-0.40391874,-0.136145052
